date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:21	143757/143757	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2318d%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title6.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title6.jpg	(from https://templates.hibootstrap.com/jeel/default/assets/css/style.css)
15:10:22	153687/153687	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-25857%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title7.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title7.jpg	(from https://templates.hibootstrap.com/jeel/default/assets/css/style.css)
15:10:22	140086/140086	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-22336%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title8.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title8.jpg	(from https://templates.hibootstrap.com/jeel/default/assets/css/style.css)
15:10:23	122077/122077	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1dcdd%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title9.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title9.jpg	(from https://templates.hibootstrap.com/jeel/default/assets/css/style.css)
15:10:24	183350/183350	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2cc36%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title10.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title10.jpg	(from https://templates.hibootstrap.com/jeel/default/assets/css/style.css)
15:10:24	1058/1058	---M--	200	added ('OK')	image/png	etag:%22663b57e8-422%22	https://templates.hibootstrap.com/jeel/default/assets/images/night.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/night.png	(from https://templates.hibootstrap.com/jeel/default/assets/css/theme-dark.css)
15:10:25	760/760	---M--	200	added ('OK')	image/png	etag:%22663b57e8-3c9%22	https://templates.hibootstrap.com/jeel/default/assets/images/sunny.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/sunny.png	(from https://templates.hibootstrap.com/jeel/default/assets/css/theme-dark.css)
15:10:25	26113/26113	---M--	200	added ('OK')	image/png	etag:%22663b57e8-6c2a%22	https://templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:25	6957/6957	---M--	200	added ('OK')	image/png	etag:%22663b57e8-1bd8%22	https://templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape3.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape3.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:25	2298/2298	---M--	200	added ('OK')	image/png	etag:%22663b57e8-93f%22	https://templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape4.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape4.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:26	6557/6557	---M--	200	added ('OK')	image/png	etag:%22663b57e8-199d%22	https://templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape5.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape5.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:26	6084/6084	---M--	200	added ('OK')	image/png	etag:%22663b57e8-49b3%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:26	45035/45035	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-bbf0%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer1.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:26	26300/26300	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-6e42%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer2.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:26	39631/39631	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-a60a%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer3.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:27	42371/42371	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-b1ab%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer4.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer4.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:27	41219/41219	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-abad%22	https://templates.hibootstrap.com/jeel/default/assets/images/offer/offer5.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/offer/offer5.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:27	16555/16555	---M--	200	added ('OK')	image/png	etag:%22663b57e8-40ab%22	https://templates.hibootstrap.com/jeel/default/assets/images/best/best-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/best/best-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:27	109136/109136	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1bb6d%22	https://templates.hibootstrap.com/jeel/default/assets/images/best/best1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/best/best1.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:27	18785/18785	---M--	200	added ('OK')	image/png	etag:%22663b57e8-4f49%22	https://templates.hibootstrap.com/jeel/default/assets/images/best/best-bg.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/best/best-bg.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:28	22884/22884	---M--	200	added ('OK')	image/png	etag:%22663b57e8-6063%22	https://templates.hibootstrap.com/jeel/default/assets/images/video-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/video-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:28	139948/139948	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2416b%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog1.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:28	132306/132306	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-220e1%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog2.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:29	122400/122400	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1f8fa%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog3.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:29	70531/70531	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1271d%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram1.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:29	61416/61416	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-10163%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram2.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:29	75855/75855	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-13b10%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram3.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:29	71074/71074	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-124bb%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram4.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram4.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:30	74828/74828	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-13651%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram5.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram5.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:30	77434/77434	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-14082%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram6.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram6.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:30	96092/96092	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-192df%22	https://templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram7.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/instagram/instagram7.jpg	(from https://templates.hibootstrap.com/jeel/default/index.html)
15:10:31	24494/24494	---M--	200	added ('OK')	image/png	etag:%22663b57e8-5fae%22	https://templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape12.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/banner/banner-shape12.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:32	15698/15698	---M--	200	added ('OK')	image/png	etag:%22663b57e8-3d52%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-shape6.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-shape6.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:34	142059/142059	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-22aeb%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-bg2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-bg2.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:34	20297/20297	---M--	200	added ('OK')	image/png	etag:%22663b57e8-4f49%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-shape5.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-shape5.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:35	2330/2330	---M--	200	added ('OK')	image/png	etag:%22663b57e8-91a%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-icon4.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-icon4.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:36	1719/1719	---M--	200	added ('OK')	image/png	etag:%22663b57e8-6b7%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-icon5.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-icon5.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:37	2550/2550	---M--	200	added ('OK')	image/png	etag:%22663b57e8-9f6%22	https://templates.hibootstrap.com/jeel/default/assets/images/know/know-icon6.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/know/know-icon6.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:38	24420/24420	---M--	200	added ('OK')	image/png	etag:%22663b57e8-5f64%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/services-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/services-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:39	29990/29990	---M--	200	added ('OK')	image/png	etag:%22663b57e8-7526%22	https://templates.hibootstrap.com/jeel/default/assets/images/skin-shape3.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/skin-shape3.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:40	137873/137873	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-21a91%22	https://templates.hibootstrap.com/jeel/default/assets/images/skin-main2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/skin-main2.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:41	52448/52448	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-cce0%22	https://templates.hibootstrap.com/jeel/default/assets/images/booking1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/booking1.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:41	26905/26905	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-6919%22	https://templates.hibootstrap.com/jeel/default/assets/images/booking2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/booking2.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:43	60192/60192	---M--	200	added ('OK')	image/png	etag:%22663b57e8-eb20%22	https://templates.hibootstrap.com/jeel/default/assets/images/pricing-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/pricing-shape1.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:43	162777/162777	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-27bd9%22	https://templates.hibootstrap.com/jeel/default/assets/images/pricing1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/pricing1.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:43	142295/142295	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-22bd7%22	https://templates.hibootstrap.com/jeel/default/assets/images/pricing2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/pricing2.jpg	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:44	5550/5550	---M--	200	added ('OK')	image/png	etag:%22663b57e8-15ae%22	https://templates.hibootstrap.com/jeel/default/assets/images/counter-shape.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/counter-shape.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:45	24729/24729	---M--	200	added ('OK')	image/png	etag:%22663b57e8-6099%22	https://templates.hibootstrap.com/jeel/default/assets/images/video-shape3.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/video-shape3.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:46	24420/24420	---M--	200	added ('OK')	image/png	etag:%22663b57e8-5f64%22	https://templates.hibootstrap.com/jeel/default/assets/images/footer-shape2.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/footer-shape2.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:47	8256/8256	---M--	200	added ('OK')	image/png	etag:%22663b57e8-2040%22	https://templates.hibootstrap.com/jeel/default/assets/images/logo-three.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/logo-three.png	(from https://templates.hibootstrap.com/jeel/default/index-3.html)
15:10:48	69547/69547	---M--	200	added ('OK')	image/png	etag:%22663b57e8-10fab%22	https://templates.hibootstrap.com/jeel/default/assets/images/title/title-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/title/title-shape1.png	(from https://templates.hibootstrap.com/jeel/default/sign-in.html)
15:10:48	2482/2482	---M--	200	added ('OK')	image/png	etag:%22663b57e8-9b2%22	https://templates.hibootstrap.com/jeel/default/assets/images/contact-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/contact-shape1.png	(from https://templates.hibootstrap.com/jeel/default/sign-in.html)
15:10:49	2497/2497	---M--	200	added ('OK')	image/png	etag:%22663b57e8-9c1%22	https://templates.hibootstrap.com/jeel/default/assets/images/contact-shape2.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/contact-shape2.png	(from https://templates.hibootstrap.com/jeel/default/sign-in.html)
15:10:51	120540/120540	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1d6dc%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team4.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team4.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:52	166085/166085	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-288c5%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team5.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team5.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:53	111853/111853	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1b4ed%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team6.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team6.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:53	154452/154452	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-25b54%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team7.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team7.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:53	86943/86943	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1539f%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team8.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team8.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:54	158589/158589	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-26b7d%22	https://templates.hibootstrap.com/jeel/default/assets/images/team/team9.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/team/team9.jpg	(from https://templates.hibootstrap.com/jeel/default/team.html)
15:10:54	20227/20227	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-4f03%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/services5.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/services5.jpg	(from https://templates.hibootstrap.com/jeel/default/gift-card.html)
15:10:56	22120/22120	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-5668%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/services6.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/services6.jpg	(from https://templates.hibootstrap.com/jeel/default/gift-card.html)
15:10:56	18207/18207	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-471f%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/services7.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/services7.jpg	(from https://templates.hibootstrap.com/jeel/default/gift-card.html)
15:10:57	18321/18321	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-4791%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/services8.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/services8.jpg	(from https://templates.hibootstrap.com/jeel/default/gift-card.html)
15:10:59	128363/128363	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1f56b%22	https://templates.hibootstrap.com/jeel/default/assets/images/pricing3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/pricing3.jpg	(from https://templates.hibootstrap.com/jeel/default/pricing.html)
15:10:59	154431/154431	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-25b3f%22	https://templates.hibootstrap.com/jeel/default/assets/images/pricing4.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/pricing4.jpg	(from https://templates.hibootstrap.com/jeel/default/pricing.html)
15:11:00	186339/186339	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2d7e3%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/service-details1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/service-details1.jpg	(from https://templates.hibootstrap.com/jeel/default/service-details.html)
15:11:01	20297/20297	---M--	200	added ('OK')	image/png	etag:%22663b57e8-4f49%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/service-details-shape1.png	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/service-details-shape1.png	(from https://templates.hibootstrap.com/jeel/default/service-details.html)
15:11:01	130193/130193	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1fc91%22	https://templates.hibootstrap.com/jeel/default/assets/images/services/service-details2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/services/service-details2.jpg	(from https://templates.hibootstrap.com/jeel/default/service-details.html)
15:11:03	147819/147819	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2416b%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/1.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:03	167982/167982	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2902e%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/2.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:04	151210/151210	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-24eaa%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/3.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:04	129033/129033	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1f809%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/4.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/4.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:06	151453/151453	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-24f9d%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/5.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/5.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:06	158111/158111	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2699f%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/6.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/6.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:07	159680/159680	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-26fc0%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/7.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/7.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:08	184543/184543	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2d0df%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/8.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/8.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:09	128396/128396	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1f58c%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/9.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/9.jpg	(from https://templates.hibootstrap.com/jeel/default/blog.html)
15:11:10	183380/183380	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-2cc54%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog-details1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog-details1.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
15:11:10	21964/21964	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-55cc%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/thumb1.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/thumb1.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
15:11:11	22466/22466	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-57c2%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/thumb2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/thumb2.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
15:11:12	24262/24262	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-5ec6%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/thumb3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/thumb3.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
15:11:13	127611/127611	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1f27b%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog-detail2.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog-detail2.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
15:11:14	126518/126518	---M--	200	added ('OK')	image/jpeg	etag:%22663b57e8-1ee36%22	https://templates.hibootstrap.com/jeel/default/assets/images/blog/blog-detail3.jpg	C:/Users/INDRUZ/Downloads/skin/templates.hibootstrap.com/jeel/default/assets/images/blog/blog-detail3.jpg	(from https://templates.hibootstrap.com/jeel/default/blog-details.html)
